Fecha,Temp_Max_Real,Humidity_Real,Wind_Speed_Real,Pressure_Real
2024-11-30,14.0,88.131875,14.816,1023.11307875
2024-12-01,13.0,88.75875,20.372,1013.8640010625
2024-12-02,12.0,79.07270833333332,29.632,1013.0667884166668
2024-12-03,8.0,79.42104166666667,14.816,1022.77443975
2024-12-04,10.0,83.19979166666667,22.224,1024.002006125
2024-12-05,15.0,84.62395833333333,37.04,1007.1899907708333
2024-12-06,12.0,69.33624999999999,33.336,1012.826919125
2024-12-07,13.0,77.58854166666667,48.152,991.0661072307693
2024-12-08,9.0,82.81,38.892,1020.087606631579
2024-12-09,8.0,78.35875,29.632,1030.7888960833334
2024-12-10,7.0,84.25583333333334,22.224,1032.0870122499998
2024-12-11,7.0,80.541875,18.52,1032.2281118333333
2024-12-12,8.0,92.60770833333333,12.964,1030.7254012708333
2024-12-13,7.0,91.58104166666668,16.668,1025.3777270625
2024-12-14,8.0,83.824375,18.52,1022.4146358125
2024-12-15,12.0,85.79375,29.632,1027.3672311875
2024-12-16,12.0,78.92854166666667,25.928,1030.5560817708333
2024-12-17,10.0,86.71520833333334,20.372,1022.94375925
2024-12-18,15.0,82.58624999999999,35.188,1005.5814555208334
2024-12-19,14.0,74.263125,37.04,1007.7261691875001
2024-12-20,10.0,81.65375,25.928,1018.3721327500001
2024-12-21,13.0,80.51395833333333,35.188,1010.4423361666667
2024-12-22,8.0,66.2825,40.744,1006.6114824791666
2024-12-23,7.0,70.00541666666668,25.928,1022.4146358125
2024-12-24,12.0,92.03958333333333,18.52,1025.8433556875
2024-12-25,10.0,91.789375,14.816,1032.5314759374999
2024-12-26,8.0,93.16833333333334,9.26,1034.5209800625
2024-12-27,7.0,98.47395833333333,7.408,1032.552640875
2024-12-28,6.0,93.30729166666667,12.964,1029.1874158125
2024-12-29,9.0,92.47604166666666,16.668,1029.7377041875
2024-12-30,9.0,78.55770833333334,25.928,1027.6000455
2024-12-31,12.0,76.795,37.04,1019.6420290000001
2025-01-01,13.0,79.968125,40.744,1008.0577532083333
2025-01-02,6.0,78.07104166666666,14.816,1018.2239781875
2025-01-03,5.0,80.060625,14.816,1023.3670579999999
2025-01-04,4.0,84.501875,24.076,1014.4707292708334
2025-01-05,13.0,92.17208333333333,29.632,987.8170179791667
2025-01-06,13.0,82.41000000000001,37.04,982.7092130625
2025-01-07,6.0,81.89041666666667,27.78,998.858060375
2025-01-08,3.0,87.06979166666667,18.52,1001.4825126249999
2025-01-09,5.0,78.160625,20.372,1008.3752272708334
2025-01-10,2.0,87.61791666666666,11.112,1020.23464725
2025-01-11,5.0,89.04541666666667,7.408,1030.3162124791668
2025-01-12,4.0,94.57625,7.408,1039.7910495
2025-01-13,7.0,72.92416666666666,18.52,1038.85979225
2025-01-14,10.0,84.00229166666666,18.52,1034.5209800625
2025-01-15,10.0,93.78729166666666,12.964,1034.0341865
2025-01-16,10.0,86.07791666666667,12.964,1034.3516605625
2025-01-17,6.0,82.56395833333333,14.816,1035.1559281875
2025-01-18,4.0,87.35354166666667,14.816,1029.3002954791666
2025-01-19,4.0,79.86312500000001,12.964,1021.0177499375
2025-01-20,6.0,86.01437499999999,12.964,1018.0123288125001
2025-01-21,5.0,92.33749999999999,11.112,1013.3278226458333
2025-01-22,5.0,87.69791666666667,12.964,1004.276284375
2025-01-23,9.0,83.66875,25.928,1002.4772646875
2025-01-24,11.0,70.66770833333334,38.892,995.9584639375001
2025-01-25,9.0,68.61333333333333,20.372,1004.5514285625
2025-01-26,10.0,78.46145833333334,29.632,994.8649421666668
